ID	lineage	domain	phylum	class	order	family	genus	species
UNIPROT:A0A1Q6XE64_9BACT/1-247	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
UNIPROT:A0A1Q9NYP5_9ARCH/1-243	d__Archaea;p__CandidatusHeimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusHeimdallarchaeota	c__	o__	f__	g__	s__
UNIPROT:A0A1Q9PEE3_9ARCH/1-316	d__Archaea;p__CandidatusHeimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusHeimdallarchaeota	c__	o__	f__	g__	s__
UNIPROT:A0A1S7LDI6_MAGMO/1-279	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Magnetococcales;f__Magnetococcaceae;g__Magnetococcus;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Magnetococcales	f__Magnetococcaceae	g__Magnetococcus	s__
UNIPROT:A0A1V4U2Q4_9EURY/1-278	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__	s__
UNIPROT:A0A1V4UU82_9EURY/1-281	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix	s__
UNIPROT:A0A1V4XN44_9DELT/1-280	d__Bacteria;p__Thermodesulfobacteriota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Syntrophia	o__Syntrophales	f__Syntrophaceae	g__	s__
UNIPROT:A0A1V5I6B0_9BACT/1-263	d__Bacteria;p__Synergistota;c__;o__;f__;g__;s__	d__Bacteria	p__Synergistota	c__	o__	f__	g__	s__
UNIPROT:A0A1V5ML63_9BACT/1-261	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A1V5R316_9BACT/1-279	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A1V5UPP2_9BACT/1-265	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A1V5VAL2_9BACT/1-281	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A1V5YFF7_9CHLR/12-269	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A1V5Z3E1_9BACT/1-269	d__Bacteria;p__CandidatusHydrogenedentes;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusHydrogenedentes	c__	o__	f__	g__	s__
UNIPROT:A0A1V5ZEG4_9BACT/1-273	d__Bacteria;p__CandidatusLatescibacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusLatescibacteria	c__	o__	f__	g__	s__
UNIPROT:A0A1V6DYJ7_9BACT/123-411	d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__	o__	f__	g__	s__
UNIPROT:A0A1V6J440_9BACT/1-257	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A1W1VUL3_9THEO/1-276	d__Bacteria;p__Bacillota;c__Clostridia;o__Moorellales;f__Moorellaceae;g__Thermanaeromonas;s__Thermanaeromonastoyohensis	d__Bacteria	p__Bacillota	c__Clostridia	o__Moorellales	f__Moorellaceae	g__Thermanaeromonas	s__Thermanaeromonastoyohensis
UNIPROT:A0A1W1ZA12_9FIRM/1-277	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Sporomusa	s__
UNIPROT:A0A1W9Q1M5_9CHLR/1-291	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
UNIPROT:A0A1X2LUB1_9MYCO/1-239	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
UNIPROT:A0A1Y1RVR1_9SPIO/1-267	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Marispirochaeta;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Marispirochaeta	s__
UNIPROT:A0A1Y2MK87_PSEAH/15-279	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__
UNIPROT:A0A1Y3GCK0_9EURY/1-230	d__Archaea;p__Euryarchaeota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__	d__Archaea	p__Euryarchaeota	c__Methanonatronarchaeia	o__Methanonatronarchaeales	f__Methanonatronarchaeaceae	g__Methanonatronarchaeum	s__
UNIPROT:A0A1Y4D158_9DELT/132-420	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__
UNIPROT:A0A1Y6BPQ2_9ALTE/1-266	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__	s__
UNIPROT:A0A1Z7YKW6_9GAMM/1-279	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A246FP59_9BACT/1-260	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__
UNIPROT:A0A251ZB97_9SYNE/1-251	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__
UNIPROT:A0A285IVP6_9ACTN/25-263	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__
UNIPROT:A0A2A4XYQ6_9HYPH/1-258	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__	g__	s__
UNIPROT:A0A2A4ZKX8_9RHOB/1-286	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__	s__
UNIPROT:A0A2A5ABP0_9BACT/1-258	d__Bacteria;p__CandidatusCloacimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusCloacimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A2A5DAC8_UNCPL/4-291	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A2A5DTW7_9PROT/1-281	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
UNIPROT:A0A2A5E5T8_UNCPL/1-258	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A2A5E9B3_9BACT/1-289	d__Bacteria;p__CandidatusHydrogenedentes;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusHydrogenedentes	c__	o__	f__	g__	s__
UNIPROT:A0A2A5EVQ7_9CHLR/1-226	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__	f__	g__	s__
UNIPROT:A0A2A5GSC3_9PROT/1-261	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A2A8CXG3_9BACT/1-265	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Salisaetaceae;g__Longibacter;s__	d__Bacteria	p__Rhodothermota	c__Rhodothermia	o__Rhodothermales	f__Salisaetaceae	g__Longibacter	s__
UNIPROT:A0A2D4RZK6_9GAMM/1-258	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Bermanella;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Bermanella	s__
UNIPROT:A0A2D5USX1_9CHLR/1-272	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__	g__	s__
UNIPROT:A0A2D5VZ89_9BACT/1-280	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__;g__Pedosphaera;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__	g__Pedosphaera	s__
UNIPROT:A0A2D5ZJ54_UNCGE/1-283	d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Gemmatimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A2D5ZQT8_UNCGE/1-303	d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Gemmatimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A2D5ZUV1_9PROT/1-261	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__;s__	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Pseudobdellovibrionaceae	g__	s__
UNIPROT:A0A2D6A8V6_UNCPL/1-272	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A2D6BUP2_UNCDE/1-270	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A2D6CUH1_9BACT/1-260	d__Bacteria;p__CandidatusPoribacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusPoribacteria	c__	o__	f__	g__	s__
UNIPROT:A0A2D6EAZ0_UNCGE/1-258	d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Gemmatimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A2D6HKH5_UNCPL/1-272	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A2D6IZ63_9GAMM/1-258	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__	g__	s__
UNIPROT:A0A2D6MTZ7_UNCDE/12-302	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A2D6PWG4_UNCPL/24-310	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A2D7H2G8_9BACT/1-247	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__	f__	g__	s__
UNIPROT:A0A2D8MYG2_UNCPL/1-267	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A2E0UYD0_9CHLR/198-459	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
UNIPROT:A0A2E1AGX0_9CHLR/1-282	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
UNIPROT:A0A2E2B8V5_9BACT/1-285	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__	s__
UNIPROT:A0A2E3DJE5_9PLAN/1-283	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
UNIPROT:A0A2E3QTC0_9BACT/1-268	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__;s__	d__Bacteria	p__Rhodothermota	c__Rhodothermia	o__Rhodothermales	f__Rhodothermaceae	g__	s__
UNIPROT:A0A2E3RDQ6_9PLAN/1-286	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
UNIPROT:A0A2E4Y7J4_9PROT/1-258	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Halobacteriovoraceae;g__;s__	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Halobacteriovoraceae	g__	s__
UNIPROT:A0A2E5F6W7_UNCCH/7-284	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2E5HPV2_UNCMY/1-246	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__;g__;s__	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__	g__	s__
UNIPROT:A0A2E5JWL5_UNCCH/1-252	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2E6GH47_9CYAN/7-266	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Synechococcales	f__Prochlorococcaceae	g__Prochlorococcus	s__
UNIPROT:A0A2E6TRL5_9BACT/1-281	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__	g__	s__
UNIPROT:A0A2E7I0G7_UNCCH/1-249	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2E7LCM2_9PLAN/2-293	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
UNIPROT:A0A2E7RIE3_UNCPL/3-261	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A2E7W1N1_9PROT/1-288	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
UNIPROT:A0A2E8GAC1_9BACT/1-247	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__	s__
UNIPROT:A0A2E9D197_9GAMM/38-309	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__	g__	s__
UNIPROT:A0A2E9MKX2_UNCGE/1-288	d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Gemmatimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A2E9QF04_9SPIO/1-266	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__	s__
UNIPROT:A0A2F0AT07_UNCMY/1-263	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__;g__;s__	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__	g__	s__
UNIPROT:A0A2G2IYT4_9PROT/6-300	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Maricaulales;f__Robiginitomaculaceae;g__Robiginitomaculum;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Maricaulales	f__Robiginitomaculaceae	g__Robiginitomaculum	s__
UNIPROT:A0A2G2QHP2_9GAMM/1-254	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Cycloclasticus;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Cycloclasticus	s__
UNIPROT:A0A2G6J6N5_9PROT/1-298	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__	o__	f__	g__	s__
UNIPROT:A0A2G9WSI0_9HYPH/101-392	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Pleomorphomonadaceae;g__Pleomorphomonas;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Pleomorphomonadaceae	g__Pleomorphomonas	s__
UNIPROT:A0A2G9ZSB3_9DELT/1-215	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__	g__	s__
UNIPROT:A0A2H0GCR5_9FLAO/1-263	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__	g__	s__
UNIPROT:A0A2H0MX89_9BACT/8-256	d__Bacteria;p__Nitrospinota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospinota	c__	o__	f__	g__	s__
UNIPROT:A0A2H0PLH1_9DELT/1-228	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A2H0QA00_9PROT/1-258	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__;g__;s__	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__	g__	s__
UNIPROT:A0A2H3NXW4_9BACT/1-270	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Salisaetaceae;g__Longimonas;s__	d__Bacteria	p__Rhodothermota	c__Rhodothermia	o__Rhodothermales	f__Salisaetaceae	g__Longimonas	s__
UNIPROT:A0A2H5W9S4_9BACT/146-419	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A2H5YBM2_9BACT/1-246	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A2H5ZDE8_9BACT/1-275	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A2I0PB14_9EURY/1-279	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__;g__;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__	g__	s__
UNIPROT:A0A2K9J2A5_9BACI/1-278	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Virgibacillus	s__
UNIPROT:A0A2M6ZTQ7_9CHLR/1-258	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2M7A4K5_9BACT/1-254	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Armatimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A2M7A6U0_9BACT/1-284	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Armatimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A2M7RI62_9BACT/12-280	d__Bacteria;p__CandidatusJorgensenbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusJorgensenbacteria	c__	o__	f__	g__	s__
UNIPROT:A0A2M7ZDJ6_9BACT/1-274	d__Bacteria;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__;g__;s__	d__Bacteria	p__Ignavibacteriota	c__Ignavibacteria	o__Ignavibacteriales	f__	g__	s__
UNIPROT:A0A2M9ZKE8_9LEPT/1-266	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__
UNIPROT:A0A2N0LB48_9CHLR/1-251	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2N0ZZF7_9GAMM/2-253	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae;g__Psychromonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Psychromonadaceae	g__Psychromonas	s__
UNIPROT:A0A2N1P666_9BACT/1-268	d__Bacteria;p__Zixibacteria;c__;o__;f__;g__;s__	d__Bacteria	p__Zixibacteria	c__	o__	f__	g__	s__
UNIPROT:A0A2N1VKI4_9BACT/1-268	d__Bacteria;p__Ignavibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Ignavibacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2N1VU11_9BACT/1-266	d__Bacteria;p__Ignavibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Ignavibacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2N2F4P7_9BACT/52-312	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A2N2KD32_9DELT/1-269	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A2N2LLG2_9CHLR/1-262	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2N2NQ75_9CHLR/30-304	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2N2P0P3_9CHLR/32-317	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2N2W2P5_9BACT/1-270	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A2N2Z5V4_9BACT/1-268	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A2N3M2R3_9HYPH/15-281	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Pleomorphomonadaceae;g__Pleomorphomonas;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Pleomorphomonadaceae	g__Pleomorphomonas	s__
UNIPROT:A0A2N5X094_9GAMM/1-291	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Pseudohalioglobus;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Pseudohalioglobus	s__
UNIPROT:A0A2N6AM32_9BACT/1-273	d__Bacteria;p__Ignavibacteriota;c__Ignavibacteria;o__;f__;g__;s__	d__Bacteria	p__Ignavibacteriota	c__Ignavibacteria	o__	f__	g__	s__
UNIPROT:A0A2N9NSI5_9BACT/2-289	d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__	o__	f__	g__	s__
UNIPROT:A0A2P5P6P3_9CHLR/1-275	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__Dehalogenimonas;s__	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__	f__	g__Dehalogenimonas	s__
