UniprotID	ID	lineage	domain	phylum	class	order	family	genus	species
A0A7U3YL95	tr|A0A7U3YL95|A0A7U3YL95_DESPD/3-151	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbuspropionicus	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	g__Desulfobulbus	s__Desulfobulbuspropionicus
A0A7U4DNT7	tr|A0A7U4DNT7|A0A7U4DNT7_DESPD/1-148	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbuspropionicus	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	g__Desulfobulbus	s__Desulfobulbuspropionicus
F0M1K9	tr|F0M1K9|F0M1K9_PSEPM/1-140	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacterphenanthrenivorans	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Micrococcaceae	g__Pseudarthrobacter	s__Pseudarthrobacterphenanthrenivorans
F0RVJ6	tr|F0RVJ6|F0RVJ6_SPHGB/1-136	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaetaglobosa	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Sphaerochaetaceae	g__Sphaerochaeta	s__Sphaerochaetaglobosa
F0S7D7	tr|F0S7D7|F0S7D7_PSESL/1-138	d__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pseudopedobacter;s__Pseudopedobactersaltans	d__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pseudopedobacter	s__Pseudopedobactersaltans
F0SUY2	tr|F0SUY2|F0SUY2_SYNGF/1-131	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Syntrophobotulus;s__Syntrophobotulusglycolicus	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Syntrophobotulus	s__Syntrophobotulusglycolicus
F4C103	tr|F4C103|F4C103_SPHS2/1-145	d__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	d__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__
F4C2X3	tr|F4C2X3|F4C2X3_SPHS2/1-145	d__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	d__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__
F2JLJ0	tr|F2JLJ0|F2JLJ0_CELLD/1-135	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticumlentocellum	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Cellulosilyticaceae	g__Cellulosilyticum	s__Cellulosilyticumlentocellum
F4CVQ1	tr|F4CVQ1|F4CVQ1_PSEUX/82-225	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardiadioxanivorans	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__Pseudonocardiadioxanivorans
F2LUC8	tr|F2LUC8|F2LUC8_HIPMA/1-139	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippeamaritima	d__Bacteria	p__Campylobacterota	c__Desulfurellia	o__Desulfurellales	f__Hippeaceae	g__Hippea	s__Hippeamaritima
F2NJ12	tr|F2NJ12|F2NJ12_DESAR/1-147	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__Desulfobacca;s__Desulfobaccaacetoxidans	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__Desulfobaccaacetoxidans
F2NHV8	tr|F2NHV8|F2NHV8_DESAR/1-150	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__Desulfobacca;s__Desulfobaccaacetoxidans	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__Desulfobaccaacetoxidans
F2NP45	tr|F2NP45|F2NP45_MARHT/1-146	d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Marinithermus;s__Marinithermushydrothermalis	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Marinithermus	s__Marinithermushydrothermalis
F4FE41	tr|F4FE41|F4FE41_MICM1/1-137	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonosporamaris	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micromonosporales	f__Micromonosporaceae	g__Micromonospora	s__Micromonosporamaris
F4GGC1	tr|F4GGC1|F4GGC1_ALIDK/1-152	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Alicycliphilus;s__Alicycliphilusdenitrificans	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Alicycliphilus	s__Alicycliphilusdenitrificans
F4G6F6	tr|F4G6F6|F4G6F6_ALIDK/1-152	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Alicycliphilus;s__Alicycliphilusdenitrificans	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Alicycliphilus	s__Alicycliphilusdenitrificans
F4GSN8	tr|F4GSN8|F4GSN8_PUSST/1-151	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pusillimonas;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Pusillimonas	s__
F4KVU5	tr|F4KVU5|F4KVU5_HALH1/1-141	d__Bacteria;p__Bacteroidota;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Haliscomenobacter;s__Haliscomenobacterhydrossis	d__Bacteria	p__Bacteroidota	c__Saprospiria	o__Saprospirales	f__Haliscomenobacteraceae	g__Haliscomenobacter	s__Haliscomenobacterhydrossis
F6EQW8	tr|F6EQW8|F6EQW8_HOYSD/1-137	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Hoyosellaceae;g__Hoyosella;s__Hoyosellasubflava	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Hoyosellaceae	g__Hoyosella	s__Hoyosellasubflava
F6ENY0	tr|F6ENY0|F6ENY0_HOYSD/82-223	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Hoyosellaceae;g__Hoyosella;s__Hoyosellasubflava	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Hoyosellaceae	g__Hoyosella	s__Hoyosellasubflava
G0A183	tr|G0A183|G0A183_METMM/1-143	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomonas;s__Methylomonasmethanica	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__Methylomonasmethanica
F6D7P3	tr|F6D7P3|F6D7P3_METPW/1-140	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	d__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__
F6FS76	tr|F6FS76|F6FS76_ISOV2/1-134	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Isoptericola;s__Isoptericolavariabilis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Promicromonosporaceae	g__Isoptericola	s__Isoptericolavariabilis
F5Y155	tr|F5Y155|F5Y155_RAMTT/1-155	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter;s__Ramlibactertataouinensis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__Ramlibactertataouinensis
F8D7F8	tr|F8D7F8|F8D7F8_HALXS/1-143	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopigerxanaduensis	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Natrialbales	f__Natrialbaceae	g__Halopiger	s__Halopigerxanaduensis
F8A8T1	tr|F8A8T1|F8A8T1_THEID/1-132	d__Bacteria;p__Thermodesulfobacteriota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__Thermodesulfatatorindicus	d__Bacteria	p__Thermodesulfobacteriota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfatatoraceae	g__Thermodesulfatator	s__Thermodesulfatatorindicus
F7YWS8	tr|F7YWS8|F7YWS8_9THEM/1-144	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga;s__Pseudothermotogathermarum	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotogathermarum
B6JAP5	tr|B6JAP5|B6JAP5_AFIC5/1-151	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Afipia;s__Afipiacarboxidovorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Afipia	s__Afipiacarboxidovorans
B6J9W1	tr|B6J9W1|B6J9W1_AFIC5/1-156	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Afipia;s__Afipiacarboxidovorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Afipia	s__Afipiacarboxidovorans
B6JK99	tr|B6JK99|B6JK99_AFIC5/1-151	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Afipia;s__Afipiacarboxidovorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Afipia	s__Afipiacarboxidovorans
F8E6C3	tr|F8E6C3|F8E6C3_FLESM/1-139	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Flexistipitaceae;g__Flexistipes;s__Flexistipessinusarabici	d__Bacteria	p__Deferribacterota	c__Deferribacteres	o__Deferribacterales	f__Flexistipitaceae	g__Flexistipes	s__Flexistipessinusarabici
G0AA87	tr|G0AA87|G0AA87_COLFT/1-151	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonasfungivorans	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonasfungivorans
G0JS77	tr|G0JS77|G0JS77_9PROT/1-147	d__Bacteria;p__Pseudomonadota;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillusferrivorans	d__Bacteria	p__Pseudomonadota	c__Acidithiobacillia	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillusferrivorans
G2KN24	tr|G2KN24|G2KN24_MICAA/1-136	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__Micavibrio;s__Micavibrioaeruginosavorus	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Pseudobdellovibrionaceae	g__Micavibrio	s__Micavibrioaeruginosavorus
G4R8A6	tr|G4R8A6|G4R8A6_PELHB/1-151	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Pelagibacterium;s__Pelagibacteriumhalotolerans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Devosiaceae	g__Pelagibacterium	s__Pelagibacteriumhalotolerans
G4RCZ1	tr|G4RCZ1|G4RCZ1_PELHB/1-156	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Pelagibacterium;s__Pelagibacteriumhalotolerans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Devosiaceae	g__Pelagibacterium	s__Pelagibacteriumhalotolerans
G7UNU8	tr|G7UNU8|G7UNU8_PSEUP/1-152	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonasspadix	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	s__Pseudoxanthomonasspadix
G7V8N6	tr|G7V8N6|G7V8N6_THELD/1-143	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__Thermovirga;s__Thermovirgalienii	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Thermovirgaceae	g__Thermovirga	s__Thermovirgalienii
G7W8Y4	tr|G7W8Y4|G7W8Y4_DESOD/1-136	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinusorientis	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__Desulfosporosinusorientis
G8NXN2	tr|G8NXN2|G8NXN2_GRAMM/1-135	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Granulicella;s__Granulicellamallensis	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Granulicella	s__Granulicellamallensis
G8QGT9	tr|G8QGT9|G8QGT9_AZOOP/1-143	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azospira;s__Azospiraoryzae	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Azospira	s__Azospiraoryzae
G8R8F8	tr|G8R8F8|G8R8F8_OWEHD/1-136	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Schleiferiaceae;g__Owenweeksia;s__Owenweeksiahongkongensis	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Schleiferiaceae	g__Owenweeksia	s__Owenweeksiahongkongensis
G8M097	tr|G8M097|G8M097_ACECE/1-133	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Acetivibrio;s__Acetivibrioclariflavus	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrioclariflavus
G8M127	tr|G8M127|G8M127_ACECE/1-133	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Acetivibrio;s__Acetivibrioclariflavus	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrioclariflavus
G8LU79	tr|G8LU79|G8LU79_ACECE/1-133	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Acetivibrio;s__Acetivibrioclariflavus	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrioclariflavus
H6LHT1	tr|H6LHT1|H6LHT1_ACEWD/1-143	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacteriumwoodii	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Acetobacterium	s__Acetobacteriumwoodii
H8KLD9	tr|H8KLD9|H8KLD9_SOLCM/1-138	d__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__Solitaleacanadensis	d__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Solitalea	s__Solitaleacanadensis
I0ANJ1	tr|I0ANJ1|I0ANJ1_IGNAJ/1-140	d__Bacteria;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacteriumalbum	d__Bacteria	p__Ignavibacteriota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__Ignavibacterium	s__Ignavibacteriumalbum
I3THR2	tr|I3THR2|I3THR2_TISMK/2-156	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__Tistrella;s__Tistrellamobilis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Geminicoccaceae	g__Tistrella	s__Tistrellamobilis
I3TV39	tr|I3TV39|I3TV39_TISMK/1-152	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__Tistrella;s__Tistrellamobilis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Geminicoccaceae	g__Tistrella	s__Tistrellamobilis
I3U701	tr|I3U701|I3U701_ADVKW/1-151	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella;s__Advenellakashmirensis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Advenella	s__Advenellakashmirensis
I3XZ78	tr|I3XZ78|I3XZ78_SULBS/1-140	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillumbarnesii	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurospirillaceae	g__Sulfurospirillum	s__Sulfurospirillumbarnesii
I3Y0F4	tr|I3Y0F4|I3Y0F4_SULBS/1-132	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillumbarnesii	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurospirillaceae	g__Sulfurospirillum	s__Sulfurospirillumbarnesii
I3Y890	tr|I3Y890|I3Y890_THIV6/1-151	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocystis;s__Thiocystisviolascens	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocystis	s__Thiocystisviolascens
I3Y9H3	tr|I3Y9H3|I3Y9H3_THIV6/1-144	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocystis;s__Thiocystisviolascens	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocystis	s__Thiocystisviolascens
I4B2H1	tr|I4B2H1|I4B2H1_TURPD/1-144	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Turneriella;s__Turneriellaparva	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Turneriella	s__Turneriellaparva
I4CEI4	tr|I4CEI4|I4CEI4_DESTA/1-144	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__Desulfomonile;s__Desulfomoniletiedjei	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfomonilia	o__Desulfomonilales	f__Desulfomonilaceae	g__Desulfomonile	s__Desulfomoniletiedjei
I6Z574	tr|I6Z574|I6Z574_MELRP/1-144	d__Bacteria;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__Melioribacter;s__Melioribacterroseus	d__Bacteria	p__Ignavibacteriota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__Melioribacter	s__Melioribacterroseus
J7LD93	tr|J7LD93|J7LD93_NOCAA/1-138	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Nocardiopsaceae;g__Nocardiopsis;s__Nocardiopsisalba	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Nocardiopsaceae	g__Nocardiopsis	s__Nocardiopsisalba
J9RSQ0	tr|J9RSQ0|J9RSQ0_9ACTN/87-228	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__
J9SRV4	tr|J9SRV4|J9SRV4_9ACTN/1-142	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__
J9SDG9	tr|J9SDG9|J9SDG9_9ACTN/1-144	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__
J9RTZ7	tr|J9RTZ7|J9RTZ7_9ACTN/86-227	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__
K0B671	tr|K0B671|K0B671_9ARCH/1-132	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__CandidatusNitrosopumiluskoreensis	d__Archaea	p__Nitrososphaerota	c__Nitrososphaeria	o__Nitrosopumilales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__CandidatusNitrosopumiluskoreensis
K0EWU0	tr|K0EWU0|K0EWU0_NOCB7/1-142	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia;s__Nocardiabrasiliensis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardiabrasiliensis
K0EXY1	tr|K0EXY1|K0EXY1_NOCB7/1-137	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia;s__Nocardiabrasiliensis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardiabrasiliensis
K4KJ77	tr|K4KJ77|K4KJ77_SIMAS/1-143	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Simiduia;s__Simiduiaagarivorans	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Simiduia	s__Simiduiaagarivorans
K4LGV8	tr|K4LGV8|K4LGV8_THEPS/1-133	d__Bacteria;p__Bacillota;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermacetogenium;s__Thermacetogeniumphaeum	d__Bacteria	p__Bacillota	c__Clostridia	o__Thermoanaerobacterales	f__Thermoanaerobacteraceae	g__Thermacetogenium	s__Thermacetogeniumphaeum
K7R7K1	tr|K7R7K1|K7R7K1_THEOS/1-146	d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermusoshimai	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__Thermusoshimai
K9QMN6	tr|K9QMN6|K9QMN6_NOSS7/1-146	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Nostocales;f__Nostocaceae;g__Nostoc;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Nostocales	f__Nostocaceae	g__Nostoc	s__
K9XR66	tr|K9XR66|K9XR66_STAC7/1-139	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Pleurocapsales;f__Dermocarpellaceae;g__Stanieria;s__Stanieriacyanosphaera	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Pleurocapsales	f__Dermocarpellaceae	g__Stanieria	s__Stanieriacyanosphaera
L0EJU3	tr|L0EJU3|L0EJU3_THECK/1-140	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Thermobacillus;s__Thermobacilluscomposti	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Thermobacillus	s__Thermobacilluscomposti
L0GV09	tr|L0GV09|L0GV09_9GAMM/1-144	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thioflavicoccus;s__Thioflavicoccusmobilis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thioflavicoccus	s__Thioflavicoccusmobilis
L0IAS4	tr|L0IAS4|L0IAS4_HALRX/13-161	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halovivax;s__Halovivaxruber	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Natrialbales	f__Natrialbaceae	g__Halovivax	s__Halovivaxruber
