ID	lineage	domain	phylum	class	order	family	genus	species
tr|D5UVK1|D5UVK1_TSUPD/1-113	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Tsukamurellaceae;g__Tsukamurella;s__Tsukamurellapaurometabola	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Tsukamurellaceae	g__Tsukamurella	s__Tsukamurellapaurometabola
tr|D5V206|D5V206_ARCNC/1-115	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__Arcobacternitrofigilis	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Arcobacter	s__Arcobacternitrofigilis
tr|D7DJZ4|D7DJZ4_METV0/1-138	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylotenera;s__Methyloteneraversatilis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Methylophilaceae	g__Methylotenera	s__Methyloteneraversatilis
tr|D8IXD6|D8IXD6_HERSS/1-117	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillumseropedicae	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herbaspirillum	s__Herbaspirillumseropedicae
tr|D9QMN1|D9QMN1_BRESC/1-141	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonassubvibrioides	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonassubvibrioides
tr|E0TFQ0|E0TFQ0_PARBH/1-141	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae;g__Parvularcula;s__Parvularculabermudensis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvularculales	f__Parvularculaceae	g__Parvularcula	s__Parvularculabermudensis
tr|E1SL95|E1SL95_FERBD/2-117	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Ferrimonadaceae;g__Ferrimonas;s__Ferrimonasbalearica	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Ferrimonadaceae	g__Ferrimonas	s__Ferrimonasbalearica
tr|E3G8S0|E3G8S0_ENTLS/1-118	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pluralibacter;s__[Enterobacter]lignolyticus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pluralibacter	s__[Enterobacter]lignolyticus
tr|E3G6Q3|E3G6Q3_ENTLS/1-141	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pluralibacter;s__[Enterobacter]lignolyticus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pluralibacter	s__[Enterobacter]lignolyticus
tr|E3I462|E3I462_RHOVT/1-135	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Rhodomicrobium;s__Rhodomicrobiumvannielii	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Hyphomicrobiaceae	g__Rhodomicrobium	s__Rhodomicrobiumvannielii
tr|E4TT02|E4TT02_MARTH/1-112	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Marivirgaceae;g__Marivirga;s__Marivirgatractuosa	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Marivirgaceae	g__Marivirga	s__Marivirgatractuosa
tr|E8RM43|E8RM43_ASTEC/1-139	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulisexcentricus	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	s__Asticcacaulisexcentricus
tr|E8RMF5|E8RMF5_ASTEC/1-140	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulisexcentricus	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	s__Asticcacaulisexcentricus
tr|F0LDH2|F0LDH2_AGRFH/1-143	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Agrobacterium;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Agrobacterium	s__
tr|F2JWK8|F2JWK8_MARM1/1-113	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas;s__Marinomonasmediterranea	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Marinomonas	s__Marinomonasmediterranea
tr|F4CS80|F4CS80_PSEUX/3-119	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardiadioxanivorans	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__Pseudonocardiadioxanivorans
tr|F2IJN2|F2IJN2_FLUTR/1-114	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__Fluviicolataffensis	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Crocinitomicaceae	g__Fluviicola	s__Fluviicolataffensis
tr|F4GFY2|F4GFY2_ALIDK/1-116	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Alicycliphilus;s__Alicycliphilusdenitrificans	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Alicycliphilus	s__Alicycliphilusdenitrificans
tr|F4HEI7|F4HEI7_GALAU/1-120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Gallibacterium;s__Gallibacteriumanatis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Gallibacterium	s__Gallibacteriumanatis
tr|F4GS71|F4GS71_PUSST/1-140	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pusillimonas;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Pusillimonas	s__
tr|F4B0I4|F4B0I4_DOKS4/1-115	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Dokdonia	s__
tr|F6ER73|F6ER73_HOYSD/1-116	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Hoyosellaceae;g__Hoyosella;s__Hoyosellasubflava	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Hoyosellaceae	g__Hoyosella	s__Hoyosellasubflava
tr|F9ZZK5|F9ZZK5_METMM/1-115	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomonas;s__Methylomonasmethanica	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__Methylomonasmethanica
tr|F6GH71|F6GH71_LACS5/1-113	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lacinutrix	s__
tr|F7YN20|F7YN20_VIBA7/1-116	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrioanguillarum	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__Vibrioanguillarum
tr|B6JAP4|B6JAP4_AFIC5/1-141	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Afipia;s__Afipiacarboxidovorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Afipia	s__Afipiacarboxidovorans
tr|B6J9W0|B6J9W0_AFIC5/1-141	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Afipia;s__Afipiacarboxidovorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Afipia	s__Afipiacarboxidovorans
tr|B6JKA1|B6JKA1_AFIC5/1-134	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Afipia;s__Afipiacarboxidovorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Afipia	s__Afipiacarboxidovorans
tr|G0AA84|G0AA84_COLFT/1-143	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonasfungivorans	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonasfungivorans
tr|G2PK30|G2PK30_MURRD/1-113	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricaudaruestringensis	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricaudaruestringensis
tr|G4R8A8|G4R8A8_PELHB/1-140	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Pelagibacterium;s__Pelagibacteriumhalotolerans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Devosiaceae	g__Pelagibacterium	s__Pelagibacteriumhalotolerans
tr|G7UN76|G7UN76_PSEUP/1-118	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonasspadix	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	s__Pseudoxanthomonasspadix
tr|G7UPL8|G7UPL8_PSEUP/4-148	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonasspadix	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	s__Pseudoxanthomonasspadix
tr|G8R159|G8R159_OWEHD/1-112	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Schleiferiaceae;g__Owenweeksia;s__Owenweeksiahongkongensis	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Schleiferiaceae	g__Owenweeksia	s__Owenweeksiahongkongensis
tr|G8PUX6|G8PUX6_PSEUV/1-136	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Stappiaceae;g__Pseudovibrio;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Stappiaceae	g__Pseudovibrio	s__
tr|H2FZ83|H2FZ83_OCESG/1-116	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Oceanimonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Oceanimonas	s__
tr|H8KN42|H8KN42_SOLCM/1-113	d__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__Solitaleacanadensis	d__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Solitalea	s__Solitaleacanadensis
tr|H8NXN7|H8NXN7_RAHAQ/1-118	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Rahnella;s__Rahnellaaquatilis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Rahnella	s__Rahnellaaquatilis
tr|H8NZP6|H8NZP6_RAHAQ/1-143	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Rahnella;s__Rahnellaaquatilis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Rahnella	s__Rahnellaaquatilis
tr|A0A140SSK3|A0A140SSK3_PROSM/1-118	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providenciastuartii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Providencia	s__Providenciastuartii
tr|A0A140NIR4|A0A140NIR4_PROSM/1-141	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providenciastuartii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Providencia	s__Providenciastuartii
tr|I1YFU3|I1YFU3_METFJ/1-116	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Methylophaga	s__
tr|I3TRB2|I3TRB2_TISMK/2-117	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__Tistrella;s__Tistrellamobilis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Geminicoccaceae	g__Tistrella	s__Tistrellamobilis
tr|I3TV41|I3TV41_TISMK/1-140	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__Tistrella;s__Tistrellamobilis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Geminicoccaceae	g__Tistrella	s__Tistrellamobilis
tr|I3UF81|I3UF81_ADVKW/1-142	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella;s__Advenellakashmirensis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Advenella	s__Advenellakashmirensis
tr|I3YZJ5|I3YZJ5_AEQSU/1-113	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivitasublithincola	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Aequorivita	s__Aequorivitasublithincola
tr|I3ZXN7|I3ZXN7_ORNRL/1-114	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Ornithobacterium;s__Ornithobacteriumrhinotracheale	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Ornithobacterium	s__Ornithobacteriumrhinotracheale
tr|J9SE84|J9SE84_9ACTN/1-113	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__
tr|K0C3G1|K0C3G1_CYCSP/1-115	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Cycloclasticus;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Cycloclasticus	s__
tr|K0CYC1|K0CYC1_ALTMS/1-117	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonasmacleodii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Alteromonas	s__Alteromonasmacleodii
tr|K0F0Z7|K0F0Z7_NOCB7/2-122	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia;s__Nocardiabrasiliensis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardiabrasiliensis
tr|K4KWL3|K4KWL3_SIMAS/1-114	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Simiduia;s__Simiduiaagarivorans	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Simiduia	s__Simiduiaagarivorans
tr|K9SE07|K9SE07_9CYAN/1-140	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Pseudanabaenales	f__Pseudanabaenaceae	g__Pseudanabaena	s__
tr|L0DZK5|L0DZK5_THIND/1-117	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio;s__Thioalkalivibrionitratireducens	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrionitratireducens
tr|L0FZP5|L0FZP5_ECHVK/1-117	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Echinicola;s__Echinicolavietnamensis	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Echinicola	s__Echinicolavietnamensis
tr|L0KLC7|L0KLC7_MESAW/1-137	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobiumaustralicum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobiumaustralicum
tr|M1SWY0|M1SWY0_MORMO/1-117	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganellamorganii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Morganella	s__Morganellamorganii
tr|M1SQX5|M1SQX5_MORMO/1-140	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganellamorganii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Morganella	s__Morganellamorganii
tr|M4ND90|M4ND90_9GAMM/1-114	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__
tr|M4NDQ0|M4NDQ0_9GAMM/5-151	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__
tr|M4TY05|M4TY05_9XANT/1-140	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonasaxonopodis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonasaxonopodis
tr|M9RNF3|M9RNF3_9RHOB/2-116	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Octadecabacter;s__Octadecabacterarcticus	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Octadecabacter	s__Octadecabacterarcticus
tr|M9YAL8|M9YAL8_AZOVI/1-140	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobactervinelandii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Azotobacter	s__Azotobactervinelandii
tr|M9YL60|M9YL60_AZOVI/1-117	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobactervinelandii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Azotobacter	s__Azotobactervinelandii
tr|R4UQR4|R4UQR4_9MYCO/1-113	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroidesabscessus	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacteroides	s__Mycobacteroidesabscessus
tr|T1X997|T1X997_VARPD/1-116	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__Variovoraxparadoxus	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovoraxparadoxus
tr|T1X860|T1X860_VARPD/1-143	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__Variovoraxparadoxus	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovoraxparadoxus
tr|T1XAK9|T1XAK9_VARPD/5-149	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__Variovoraxparadoxus	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovoraxparadoxus
tr|V5SFX4|V5SFX4_9HYPH/1-138	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__Hyphomicrobiumnitrativorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__Hyphomicrobiumnitrativorans
tr|V5TWX1|V5TWX1_9ENTR/1-114	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Cronobacter	s__
tr|V5U6Z9|V5U6Z9_9ENTR/1-134	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Cronobacter	s__
tr|V5U790|V5U790_9ENTR/1-141	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Cronobacter	s__
tr|W0L5B2|W0L5B2_9GAMM/1-117	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Chania;s__Chaniamultitudinisentens	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Chania	s__Chaniamultitudinisentens
tr|W0LAF8|W0LAF8_9GAMM/1-142	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Chania;s__Chaniamultitudinisentens	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Chania	s__Chaniamultitudinisentens
tr|W8G040|W8G040_9GAMM/1-116	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Thalassolituus;s__Thalassolituusoleivorans	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Thalassolituus	s__Thalassolituusoleivorans
tr|W8IHC0|W8IHC0_ENSAD/1-142	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Ensifer;s__Ensiferadhaerens	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Ensifer	s__Ensiferadhaerens
tr|X2HFJ9|X2HFJ9_9NEIS/1-118	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassellaalvi	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Snodgrassella	s__Snodgrassellaalvi
tr|A0A023XM63|A0A023XM63_BRAJP/1-136	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobiumjaponicum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum
